---
source: R[v4.3.1]::data.table[v1.14.8]::fwrite
creation_time_utc: 2023-09-17 13:06:40
schema:
  fields:
  - name: CL
    type: character
  - name: SC
    type: factor
  - name: PGAs
    type: numeric
  - name: Da
    type: numeric
  - name: kmax
    type: numeric
  - name: kh
    type: numeric
  - name: LnA
    type: numeric
  - name: LnV
    type: numeric
  - name: LnK
    type: numeric
  - name: LnD
    type: numeric
header: yes
sep: ','
sep2:
- ''
- '|'
- ''
eol: "\r\n"
na.strings: ''
dec: '.'
qmethod: double
logical01: no
---
CL,SC,PGAs,Da,kmax,kh,LnA,LnV,LnK,LnD
data,BC,0.0710041934973745,400,136.1398,0.194,-2.64501634034169,5.10224250156896,-4.28458549179914,5.99146454710798
data,D,0.234784693911981,30,1034.0545,0.446,-1.44908638092141,5.91514421076519,-2.25702502913219,3.40119738166216
data,CD,0.113372534024672,200,86.2063,0.077,-2.17707612139267,4.21337224973927,-4.74152452989604,5.29831736654804
data,C,0.506798712836934,400,1431.7812,0.286,-0.679641370323433,6.08568542499007,-1.9315932481915,5.99146454710798
data,C,0.0772713927037688,20,328.7902,0.431,-2.56043147333769,4.5574524668392,-3.40284793335688,2.99573227355399
data,BC,0.287047138387958,100,727.4004,0.256,-1.24810883145508,5.75926026704837,-2.60879070828541,4.60517018598809
data,D,0.432214773463715,15,3047.7065,0.714,-0.838832653485872,6.26715483233895,-1.17612317122273,2.70805020110221
data,CD,0.221960925902156,15,771.2506,0.352,-1.50525392205109,4.92320463631675,-2.55025443756476,2.70805020110221
data,A,0.0577625561312701,150,167.1995,0.293,-2.85141453102652,4.79687438286269,-4.07908008052641,5.01063529409626
data,CD,0.10630885807944,200,143.8574,0.137,-2.24140666616119,5.12805356767422,-4.22944525959268,5.29831736654804
data,D,0.0423708058946689,10,233.2429,0.557,-3.16129569411698,4.73136566077782,-3.74618739092041,2.30258509299405
data,D,0.0423708058946689,350,72.6729,0.174,-3.16129569411698,4.73136566077782,-4.9122992404833,5.85793315448346
data,CD,0.176790331881903,30,629.5685,0.36,-1.73279081419971,5.17695131938365,-2.75323312665655,3.40119738166216
data,CD,0.176790331881903,125,331.9141,0.19,-1.73279081419971,5.17695131938365,-3.39339159024284,4.8283137373023
data,CD,0.267873196329095,100,1071.0829,0.405,-1.31724155846689,5.89979937960424,-2.22184231899467,4.60517018598809
data,CD,0.267873196329095,300,737.4231,0.279,-1.31724155846689,5.89979937960424,-2.595105979151,5.7037824746562
data,A,0.10933870339205,45,259.2998,0.24,-2.21330484408157,4.89326124720486,-3.64028286950496,3.80666248977032
data,BC,0.508887964098573,100,1071.4999,0.213,-0.675527396485323,5.85374929764651,-2.2214530691554,4.60517018598809
data,C,0.153179734658071,125,123.4932,0.082,-1.87614331072526,4.48781631944146,-4.38208169691852,4.8283137373023
data,C,0.153179734658071,150,96.942,0.064,-1.87614331072526,4.48781631944146,-4.62415492921917,5.01063529409626
data,CD,0.277315461606649,10,1758.9797,0.642,-1.28259957022765,5.73585765726769,-1.72577858671904,2.30258509299405
data,CD,0.277315461606649,400,197.0243,0.072,-1.28259957022765,5.73585765726769,-3.91494071935714,5.99146454710798
data,CD,0.167890395628506,5,1308.9212,0.789,-1.7844439194621,5.43747086853375,-2.02130922526893,1.6094379124341
data,CD,0.167890395628506,150,434.4684,0.262,-1.7844439194621,5.43747086853375,-3.12414457595395,5.01063529409626
data,CD,0.143041313794724,10,608.9083,0.431,-1.9446217827926,4.93408203554404,-2.78660010908217,2.30258509299405
data,CD,0.143041313794724,125,213.1685,0.151,-1.9446217827926,4.93408203554404,-3.83618485795899,4.8283137373023
data,CD,0.143041313794724,200,156.5538,0.111,-1.9446217827926,4.93408203554404,-4.14486806986901,5.29831736654804
data,E,0.234688738122844,150,303.1289,0.131,-1.4494951614143,4.95340718709169,-3.48410966315355,5.01063529409626
data,CD,0.252427482151445,10,1278.6863,0.513,-1.37663127091659,5.27328727276022,-2.0446792889886,2.30258509299405
data,BC,0.180813092461835,15,830.9636,0.465,-1.71029141958701,5.28729453457009,-2.47568179949324,2.70805020110221
data,C,0.157669195571798,5,910.2337,0.584,-1.84725613971952,4.72247171931272,-2.38456641101507,1.6094379124341
data,C,0.157669195571798,100,413.2969,0.265,-1.84725613971952,4.72247171931272,-3.17410156985724,4.60517018598809
data,CD,0.137943503306261,15,598.2988,0.439,-1.98091107398193,4.76613436233801,-2.80417749603071,2.70805020110221
data,CD,0.137943503306261,45,407.1101,0.299,-1.98091107398193,4.76613436233801,-3.18918412591165,3.80666248977032
data,CD,0.137943503306261,60,363.1044,0.266,-1.98091107398193,4.76613436233801,-3.30357739452118,4.0943445622221
data,CD,0.137943503306261,75,330.156,0.242,-1.98091107398193,4.76613436233801,-3.398702520709,4.31748811353631
data,CD,0.199032228976375,25,1034.8739,0.526,-1.61428851271574,5.6028756123941,-2.25623292821381,3.2188758248682
data,CD,0.199032228976375,175,381.6567,0.194,-1.61428851271574,5.6028756123941,-3.25374627729977,5.16478597392351
data,CD,0.199032228976375,250,282.3778,0.144,-1.61428851271574,5.6028756123941,-3.55502190011092,5.52146091786225
data,CD,0.221025136918809,100,623.6545,0.286,-1.50947884221841,5.70456993158651,-2.76267126161056,4.60517018598809
data,C,0.175852074590694,5,1612.3486,0.928,-1.73811212262992,5.90093262627663,-1.81282063795293,1.6094379124341
data,C,0.175852074590694,125,670.6083,0.386,-1.73811212262992,5.90093262627663,-2.69008257981054,4.8283137373023
data,C,0.231924203917919,300,573.5916,0.25,-1.46134466794662,6.35517466448042,-2.8463501459152,5.7037824746562
data,C,0.0862587107125013,30,347.4487,0.408,-2.45040423440206,4.29724347032987,-3.34765076253412,3.40119738166216
data,C,0.103065236165053,400,165.2685,0.162,-2.27239313041507,4.84858417169418,-4.09069636668773,5.99146454710798
data,C,0.356989075996509,125,1177.4632,0.334,-1.03005009712022,5.86384180452615,-2.12715021799364,4.8283137373023
data,C,0.363170901821601,15,1578.8273,0.44,-1.01288175159442,5.47976051781994,-1.83383015548884,2.70805020110221
data,C,0.363170901821601,350,197.086,0.055,-1.01288175159442,5.47976051781994,-3.91462760904003,5.85793315448346
data,C,0.538300455559476,100,1323.1221,0.249,-0.619338407122669,6.11227648998456,-2.01051834063601,4.60517018598809
data,C,0.28867739701305,60,500.0525,0.175,-1.24244548767804,5.06387022284373,-2.98355469783184,4.0943445622221
data,CD,0.288758458264263,10,1269.3707,0.445,-1.24216472488507,5.20274565561136,-2.05199124590685,2.30258509299405
data,CD,0.305543723698504,60,1780.0091,0.59,-1.18566238884873,6.47351659887268,-1.7138940351093,4.0943445622221
data,BC,0.383266181210028,200,563.8192,0.149,-0.959025541090765,5.74467218758518,-2.86353415801245,5.29831736654804
data,BC,0.638862366864475,350,679.9531,0.108,-0.448066236122503,6.38916321453268,-2.67624396553858,5.85793315448346
data,D,0.234853538275868,5,1429.2202,0.616,-1.44879320051291,4.93128103904355,-1.9333835309114,1.6094379124341
data,D,0.234853538275868,75,419.1459,0.181,-1.44879320051291,4.93128103904355,-3.16004872140695,4.31748811353631
data,B,0.10723158138894,20,532.6408,0.503,-2.23276447122347,4.79479203845533,-2.92042051496379,2.99573227355399
data,B,0.058488502005507,25,251.9552,0.436,-2.83892509097661,4.67736250815883,-3.66901649681261,3.2188758248682
data,B,0.058488502005507,175,144.5484,0.25,-2.83892509097661,4.67736250815883,-4.22465339117513,5.16478597392351
data,B,0.058488502005507,400,94.318,0.163,-2.83892509097661,4.67736250815883,-4.65159573914813,5.99146454710798
data,D,0.00253417483214448,10,13.2918,0.531,-5.97788720493105,2.44725991908069,-6.61112048700737,2.30258509299405
data,D,0.0683236775394261,15,440.2355,0.652,-2.68349890279731,5.24516782253953,-3.11095797973991,2.70805020110221
data,E,0.0276221914328762,25,140.7132,0.516,-3.58913579190091,4.09231386363761,-4.25154401439095,3.2188758248682
data,E,0.0276221914328762,200,73.9183,0.271,-3.58913579190091,4.09231386363761,-4.89530736150844,5.29831736654804
data,E,0.0299591362204584,60,133.4675,0.451,-3.50792095184159,4.26178087392603,-4.30440978823221,4.0943445622221
data,E,0.0299591362204584,75,124.6943,0.421,-3.50792095184159,4.26178087392603,-4.37240264880393,4.31748811353631
data,E,0.0571044621587253,20,195.0773,0.346,-2.86287301898596,3.8546780879983,-3.92487190047154,2.99573227355399
data,D,0.142348599395258,75,551.7315,0.392,-1.94947630446871,5.36002647067808,-2.8852062758455,4.31748811353631
data,D,0.12049219478667,400,75.2906,0.063,-2.11617030170393,4.48334617682592,-4.87691249772582,5.99146454710798
data,D,0.0230731395100936,25,92.6204,0.406,-3.7690861297921,3.87933676504863,-4.66975837097698,3.2188758248682
data,D,0.0339524178681167,25,167.1096,0.498,-3.38279520901212,4.2401415665531,-4.07961790616242,3.2188758248682
data,D,0.0339524178681167,200,98.9582,0.295,-3.38279520901212,4.2401415665531,-4.60357025199045,5.29831736654804
data,D,0.0108264335343158,5,68.4761,0.64,-4.5257645857491,3.36502915841729,-4.97178301146477,1.6094379124341
data,D,0.0108264335343158,75,37.336,0.349,-4.5257645857491,3.36502915841729,-5.5783097820944,4.31748811353631
data,D,0.0108264335343158,175,27.365,0.256,-4.5257645857491,3.36502915841729,-5.88900296614603,5.16478597392351
data,D,0.0233412000471822,100,41.9515,0.182,-3.75753523754222,3.53780239222579,-5.46175360161456,4.60517018598809
data,D,0.314525494744328,300,387.3072,0.125,-1.1566901417573,5.71245919542695,-3.23904961415388,5.7037824746562
data,D,0.168231891358741,175,340.3932,0.205,-1.78241194561831,5.525699061045,-3.36816637074046,5.16478597392351
data,D,0.142348599395258,10,945.7076,0.672,-1.94947630446871,5.36002647067808,-2.34633436037757,2.30258509299405
data,D,0.142348599395258,200,383.1079,0.272,-1.94947630446871,5.36002647067808,-3.24995111800021,5.29831736654804
data,D,0.0642221329891597,200,55.1683,0.087,-2.74540737708909,4.5929318466043,-5.18787927778044,5.29831736654804
data,D,0.0642221329891597,250,41.1765,0.065,-2.74540737708909,4.5929318466043,-5.48040008546927,5.52146091786225
data,E,0.0916223282541835,15,449.7361,0.497,-2.39008027877282,4.36462604610045,-3.0896068244478,2.70805020110221
data,E,0.0916223282541835,175,115.2619,0.127,-2.39008027877282,4.36462604610045,-4.45106086039937,5.16478597392351
data,D,0.191101709735824,125,453.9631,0.24,-1.65494948096367,5.31159632820469,-3.0802518735368,4.8283137373023
data,D,0.0800978588117001,10,412.9399,0.522,-2.52450615670456,4.60446300728484,-3.17496572895114,2.30258509299405
data,D,0.085121630800591,25,387.5113,0.461,-2.4636740947308,4.81768037995515,-3.23852278108337,3.2188758248682
data,D,0.0321632455766697,15,151.5115,0.477,-3.43693092009085,4.28653781381881,-4.17760626108257,2.70805020110221
data,D,0.0321632455766697,60,104.891,0.33,-3.43693092009085,4.28653781381881,-4.54534607501654,4.0943445622221
data,D,0.183859322142819,20,1206.4018,0.664,-1.69358436736493,5.81908590098734,-2.10287030144689,2.99573227355399
data,E,0.238072025112642,300,470.1813,0.2,-1.43518202456913,5.72543197264523,-3.04514942573731,5.7037824746562
data,E,0.234390326531006,25,940.9437,0.406,-1.45076749119654,5.7215481149214,-2.35138448291454,3.2188758248682
data,E,0.234390326531006,150,458.6818,0.198,-1.45076749119654,5.7215481149214,-3.06991106727498,5.01063529409626
data,D,0.0192846564453451,25,71.8202,0.377,-3.94844550208549,3.61790195384062,-4.92410201720823,3.2188758248682
data,D,0.012206662413144,75,15.2281,0.126,-4.40577337686293,3.2759471784225,-6.47512538539269,4.31748811353631
data,B,0.843469698235443,175,1153.3452,0.138,-0.170231301487931,5.92295396402377,-2.14784592239384,5.16478597392351
data,D,0.0669355157654292,10,300.74,0.455,-2.70402557430703,4.43878536038838,-3.49202168664774,2.30258509299405
data,D,0.0669355157654292,15,268.6877,0.406,-2.70402557430703,4.43878536038838,-3.60471805212654,2.70805020110221
data,D,0.200899068628141,25,603.2455,0.304,-1.6049526431693,5.06408942000373,-2.79594354585846,3.2188758248682
data,D,0.0434313950700582,45,209.6946,0.489,-3.13657271068426,5.07452467748741,-3.85261560423857,3.80666248977032
data,D,0.0581991967153282,30,270.8865,0.471,-2.84388372648212,4.85795761739315,-3.59656787677966,3.40119738166216
data,D,0.0449952137930308,250,33.0219,0.074,-3.10119915502333,3.94265425200334,-5.70109681302103,5.52146091786225
data,E,0.205865877169564,75,810.4244,0.398,-1.58053040393944,5.6535410054066,-2.50070972967234,4.31748811353631
data,E,0.193724651000648,200,655.1299,0.342,-1.64131745285318,6.18530641528575,-2.71343425415891,5.29831736654804
data,E,0.192366437043746,75,412.6528,0.217,-1.64835319960717,5.24780270639619,-3.17566122931488,4.31748811353631
data,E,0.192366437043746,100,336.5523,0.177,-1.64835319960717,5.24780270639619,-3.37951423025714,4.60517018598809
data,E,0.192366437043746,350,63.1929,0.033,-1.64835319960717,5.24780270639619,-5.05207583767206,5.85793315448346
data,D,0.0020944925302966,60,3.7975,0.184,-6.16844398392558,2.35854097641974,-7.86392483525412,4.0943445622221
data,D,0.0020944925302966,150,0.9123,0.044,-6.16844398392558,2.35854097641974,-9.29005418637262,5.01063529409626
data,D,0.00209517985064994,45,5.7354,0.277,-6.16811588172712,2.42017889912348,-7.45161029542628,3.80666248977032
data,D,0.00209517985064994,175,0.8971,0.043,-6.16811588172712,2.42017889912348,-9.30685573115881,5.16478597392351
data,D,0.12049219478667,400,75.2906,0.063,-2.11617030170393,4.48334617682592,-4.87691249772582,5.99146454710798
data,D,0.169051529153132,10,752.7373,0.451,-1.77755170430197,4.93043882925503,-2.57455149499367,2.30258509299405
data,D,0.169051529153132,45,422.5438,0.253,-1.77755170430197,4.93043882925503,-3.15197468067885,3.80666248977032
data,E,0.0213689447416631,100,29.4675,0.14,-3.84581659123237,3.10162478786814,-5.81497982962333,4.60517018598809
data,D,0.0670191151158182,30,279.907,0.423,-2.70277740004545,4.54641637980749,-3.56381038560146,3.40119738166216
data,D,0.210987747625871,20,1002.7934,0.481,-1.55595521531592,6.07897743508869,-2.28772300605103,2.99573227355399
data,D,0.125332671016362,250,112.1664,0.091,-2.07678370871824,4.92324585913871,-4.47828430774263,5.52146091786225
data,B,0.0405849063035284,30,148.1074,0.369,-3.20435904741948,3.86942894907065,-4.2003301044774,3.40119738166216
data,B,0.0703615649716952,400,24.0012,0.035,-2.65410811701086,4.1417970610702,-6.02016396164393,5.99146454710798
data,E,0.193724651000648,45,997.3661,0.521,-1.64131745285318,6.18530641528575,-2.29314988657727,3.80666248977032
data,E,0.193724651000648,175,689.488,0.36,-1.64131745285318,6.18530641528575,-2.66231849757589,5.16478597392351
data,D,0.0646149819210626,30,268.9105,0.421,-2.73930897679977,4.81239171249066,-3.60388918025622,3.40119738166216
data,D,0.0353263957527639,250,67.7854,0.194,-3.34312483943659,3.94651947835346,-4.98192095821742,5.52146091786225
data,D,0.192276190644877,45,599.5934,0.316,-1.64882244765212,5.2665476684915,-2.80201603191228,3.80666248977032
data,D,0.192276190644877,125,387.8868,0.204,-1.64882244765212,5.2665476684915,-3.23755424626402,4.8283137373023
data,D,0.192276190644877,250,247.5401,0.13,-1.64882244765212,5.2665476684915,-3.686695201655,5.52146091786225
data,D,0.216828355695072,10,1301.0955,0.607,-1.52864922601773,5.25723408950353,-2.02730590985041,2.30258509299405
data,E,0.0329475938366914,300,22.6886,0.07,-3.41283704538317,3.50833700856611,-6.07640519504371,5.7037824746562
data,E,0.00795341098468485,30,32.5576,0.414,-4.8341543876562,2.87434520440882,-5.71525696239801,3.40119738166216
data,E,0.00795341098468485,300,6.2443,0.079,-4.8341543876562,2.87434520440882,-7.36659874311863,5.7037824746562
data,E,0.00795341098468485,350,4.8043,0.061,-4.8341543876562,2.87434520440882,-7.62875644051394,5.85793315448346
data,B,0.0660902151728389,200,103.1264,0.158,-2.71673457375021,4.39480346417277,-4.56231237042164,5.29831736654804
data,D,0.0218822907325114,25,124.1237,0.574,-3.82207761163835,4.56420946593786,-4.37698914174461,3.2188758248682
data,B,0.104306858221662,20,521.4865,0.506,-2.2604181643753,4.84702310807196,-2.94158440350097,2.99573227355399
data,B,0.104306858221662,100,341.9957,0.332,-2.2604181643753,4.84702310807196,-3.36346962685777,4.60517018598809
data,B,0.128793178998417,5,887.9967,0.698,-2.04954742480104,4.90827833293941,-2.40929976397287,1.6094379124341
data,E,0.354662671132164,400,176.7807,0.05,-1.03658816341692,5.46195949230796,-4.023357809393,5.99146454710798
data,D,0.346438012505776,5,2544.9679,0.744,-1.06005137244322,6.2720124504585,-1.35639447480344,1.6094379124341
data,D,0.205502777357559,300,261.0791,0.129,-1.58229573001524,5.28211740922487,-3.63344436420008,5.7037824746562
data,E,0.121637546726984,400,74.888,0.062,-2.10670958468461,4.51039770354255,-4.88227412667247,5.99146454710798
data,E,0.212414323789366,25,1187.3736,0.566,-1.54921655408514,5.81474452482193,-2.11876870260374,3.2188758248682
data,E,0.212414323789366,150,778.4114,0.371,-1.54921655408514,5.81474452482193,-2.54101261455085,5.01063529409626
data,E,0.212414323789366,350,593.1489,0.283,-1.54921655408514,5.81474452482193,-2.81282232714213,5.85793315448346
data,D,0.246219938482252,30,823.0949,0.338,-1.4015300836114,5.76132486338452,-2.48519628687047,3.40119738166216
data,D,0.215128156335648,60,725.8427,0.341,-1.53652135245744,5.6806749854589,-2.6109344660594,4.0943445622221
data,D,0.215128156335648,150,490.1145,0.231,-1.53652135245744,5.6806749854589,-3.00362875346525,5.01063529409626
data,D,0.0209478315421157,125,48.4459,0.234,-3.86572014431407,4.17459809864765,-5.31782007930891,4.8283137373023
data,D,0.0587516444136509,10,275.4383,0.475,-2.83443613632999,4.64334787917071,-3.57990414367376,2.30258509299405
data,D,0.0721440819524255,15,413.6803,0.58,-2.62909002134783,5.02117092501854,-3.17317433745599,2.70805020110221
data,D,0.0721440819524255,30,341.2714,0.479,-2.62909002134783,5.02117092501854,-3.36558973558626,3.40119738166216
data,D,0.0713841982575727,350,168.2667,0.239,-2.63967874704907,5.05641949557105,-4.07271757008478,5.85793315448346
data,D,0.0318014804426595,150,69.0192,0.22,-3.44824243547903,4.26341128454719,-4.96388306398247,5.01063529409626
data,D,0.0318014804426595,350,39.2005,0.125,-3.44824243547903,4.26341128454719,-5.5295782889248,5.85793315448346
data,E,0.130823675223701,30,200.389,0.155,-2.03390485309885,4.62995932549861,-3.89800731325729,3.40119738166216
data,D,0.744289874954855,250,2448.3313,0.333,-0.295324703155185,7.06169883949909,-1.39510582129933,5.52146091786225
data,D,0.744289874954855,350,2189.7276,0.298,-0.295324703155185,7.06169883949909,-1.50673535922929,5.85793315448346
data,D,0.687377834805803,15,4409.2686,0.649,-0.374871160058931,6.96181789365922,-0.806803686395846,2.70805020110221
data,D,0.744289874954855,125,2986.1123,0.406,-0.295324703155185,7.06169883949909,-1.19654020450871,4.8283137373023
data,D,0.687377834805803,10,4889.2625,0.72,-0.374871160058931,6.96181789365922,-0.703471037643083,2.30258509299405
data,D,0.687377834805803,60,3058.2036,0.45,-0.374871160058931,6.96181789365922,-1.17268482700552,4.0943445622221
